ids,en,de
915,"Mr President , ladies and gentlemen , I am very pleased that the action programme on drug dependence is the subject of discussion in the House today .","Herr Präsident , liebe Kolleginnen und Kollegen ! Ich freue mich sehr , daß heute das gemeinschaftliche Aktionsprogramm zur Drogenbekämpfung in unserem Hohen Hause zur Diskussion steht ."
916,90 % of the addicts being treated in my region are under 30 years of age .,So sind 90 % der in Behandlung befindlichen Drogenabhängigen in meiner Region unter 30 Jahren alt .
917,We must turn off the tap and stop the continuous supply .,"Wir müssen einen Hahn abdrehen , der ständig offen ist ."
918,"Naturally , we must also improve and reinforce treatment programmes .","Natürlich gilt es , die Behandlungsprogramme zu verbessern und auszubauen ."
919,I welcome the proposals of the common position of the Council which include a series of schemes which are clearly more important and more specific than those of the Commission 's initial proposal .,"Ich begrüße die Vorschläge im Gemeinsamen Standpunkt des Rates , die eine Reihe von wesentlich wichtigeren und spezifischeren Maßnahmen vorsehen als dies im ursprünglichen Vorschlag der Kommission der Fall war ."
920,Efforts must continue in this direction .,Die Bemühungen sind in diesem Sinne weiterzuverfolgen .
921,"In particular , we must increase the resources allocated to treatment cures .",Wir müssen insbesondere die Mittel für die Entziehungskuren aufstocken .
922,We must also promote improved cooperation between Member States and between the competent Community bodies in this field .,"Außerdem gilt es , eine bessere Zusammenarbeit zwischen den Mitgliedstaaten und den dafür zuständigen Gemeinschaftsstellen zu fördern ."
923,And would it not also be wise to bring together all the Community bodies and agencies active in this area within a single organization ?,"Wäre es übrigens nicht sinnvoll , alle mit dieser Frage befaßten Organe und Behörden der Gemeinschaft in einer einzigen Stelle zusammenzufassen ?"
924,It is only by such a pooling of energies that we will be able to effectively combat and eliminate this scourge .,Nur durch eine solche Bündelung aller Energien werden wir wirksam kämpfen und bei der Ausmerzung dieses Fluchs ein Ergebnis erzielen können .
925,"Mr President , it is most welcome that we now have our first preventative drugs programme based on health and social considerations .","Herr Präsident ! Es ist besonders begrüßenswert , daß wir nun endlich das erste Programm zur Drogenprävention bekommen , das auf gesundheits- und sozialpolitischen Erwägungen beruht ."
926,I hope this is the beginning of better cooperation between the police and home affairs authorities on the one hand and the health and social authorities on the other .,Das ist hoffentlich der Beginn für eine bessere Zusammenarbeit zwischen den Innen- und Polizeibehörden und den Gesundheits- und Sozialbehörden .
927,There is a need for cooperation projects between the different authorities .,Projekte für die Zusammenarbeit mit anderen Behörden werden jetzt gebraucht .
928,In Finland we have had experience of these problems mainly owing to the import of drugs across our Eastern border .,In Finnland haben wir diese Probleme besonders durch die Drogeneinfuhr über unsere Ostgrenze zu spüren bekommen .
929,The starting point of drugs policy must be clear : society does not approve of drugs .,Der Ausgangspunkt der Drogenpolitik muß klar sein : Die Gesellschaft akzeptiert Drogen nicht .
930,The non-medical use of drugs is unacceptable .,Die Einnahme von Drogen aus nichtmedizinischen Gründen kann man nicht billigen .
931,"When a person learns to regulate his state of mind chemically starting with tobacco and alcohol and ending with drugs , a spiral of exclusion easily starts as a result of over-use .","Wenn der Mensch lernt , seine Gemütsverfassung chemisch zu regulieren - von Tabak und Alkohol angefangen bis hin zu Drogen - , dann setzt infolge übermäßigen Gebrauchs leicht auch eine Spirale der Verdrängung ein ."
932,"' Legal drugs ' ( tranquillizers ) finding their way on to an illegal market , especially when used in combination with alcohol , are a major and serious problem particularly for young people .","Die in den illegalen Handel gelangten sogenannten legalen Drogen bzw. Beruhigungsmittel sind vor allem in Zusammenhang mit Alkohol ein gravierendes Problem , speziell für Jugendliche ."
933,Controls must be tightened .,Die Kontrolle muß strenger sein .
934,Drug education must be carried out skilfully and expertly without shock tactics and together with young people .,"Die Drogenaufklärung muß geschickt und sachlich , ohne öffentliches Aufsehen und gemeinsam mit den Jugendlichen erfolgen ."
935,Further research is also needed .,Auch zusätzliche Forschungstätigkeiten sind notwendig .
936,"Mr President , I strongly agree with the proposals contained in this report .","Herr Präsident , ich bin mit den in diesem Bericht enthaltenen Vorschlägen sehr einverstanden ."
937,For too long in Europe we have been concentrating on financial and trade issues at the expense of major social issues such as the drugs problem .,Schon zu lange konzentrieren wir uns in Europa auf Finanz- und Handelsthemen auf Kosten wichtiger sozialer Themen wie das Drogenproblem .
938,The imbalance has been somewhat redressed by the public health competence given to us by the Maastricht Treaty .,"Das Ungleichgewicht wurde durch die Zuständigkeit für die Volksgesundheit , die wir durch den Maastricht-Vertrag erhielten , etwas behoben ."
939,"Combined with unemployment and poverty , drugs are laying waste large parts of our cities and destroying the lives of our young people .",Zusammen mit der Arbeitslosigkeit und der Armut verwüsten die Drogen große Teile unserer Städte und zerstören das Leben unserer jungen Menschen .
940,"In my own city of Dublin the number of heroin addicts has been increasing steadily for the last 20 years and is estimated to be about 7 , 000 now .","In meiner Stadt , Dublin , stieg die Zahl der Heroinabhängigen in den letzten 20 Jahren ständig an und wird jetzt auf etwa 7 000 geschätzt ."
941,I would ask Commissioner Flynn to join with me in urging the Irish Government to coordinate its efforts with the efforts being made here in Europe .,"Ich möchte Kommissar Flynn bitten , sich mir anzuschließen und die Regierung Irlands aufzufordern , ihre Bemühungen mit den hier in Europa unternommenen Bemühungen zu koordinieren ."
942,"We need , for instance , to increase the size of the Drugs Squad .",Wir müssen z.B. das Rauschgiftdezernat vergrößern .
943,The Drugs Squad in Ireland stands at 1 % of the total force .,Das Rauschgiftdezernat umfaßt in Irland 1 % der geamten Polizeikräfte .
944,That is laughable when 80 % of Dublin crime is drug related .,"Dies ist lächerlich , da 80 % der Kriminalität in Dublin mit Rauschgift im Zusammenhang steht ."
945,"We must also ask for effective coordination between the Gárdai , the revenue commissioners and the Department of Social Welfare .","Wir müssen auch eine wirksame Koordinierung zwischen der Gárdai , den Finanzbeamten und dem Sozialamt fordern ."
946,It is time that the government came to grips with any remaining industrial relations problems in this area so that the ill-gotten gains of the drug dealers can be targeted .,"Es ist an der Zeit , daß die Regierung sich ernsthaft mit allen verbleibenden Problemen der gewerbsmäßigen Beziehungen in diesem Bereich auseinandersetzt , damit die unrechtmäßigen Gewinne der Drogenhändler abgeschöpft werden können ."
947,I visited Mountjoy Prison recently in Dublin .,Vor kurzem habe ich das Mountjoy-Gefängnis in Dublin besucht .
948,It is clear to me that a policy of ' containment only ' operates there .,"Mir ist klar , daß dort nur eine Politik der "" Eindämmung "" durchgeführt wird ."
949,An effective follow-on therapy should be provided for prisoners by the Eastern Health Board .,Für die Gefangenen sollte vom Eastern Health Board eine wirksame Folgetherapie bereitgestellt werden .
950,The Ecstasy problem is now escalating out of control and party packs are now widely available in Dublin .,"Das Ecstasy-Problem gerät inzwischen außer Kontrolle , und Party-Packs sind jetzt in Dublin vielerorts erhältlich ."
951,We need more education programmes .,Wir brauchen mehr Erziehungsprogramme .
952,I ask the Commission to bring forward further programmes along these lines to tackle this life-threatening problem that faces all of Europe .,"Ich bitte die Kommission , gemäß diesen Linien weitere Programme vorzulegen , um dieses lebensbedrohende Problem in Angriff zu nehmen , das in ganz Europa besteht ."
953,"Mr President , I have been working on the issue of drugs since the very first committee of inquiry in which I served with Sir Jack StewartClark .","Herr Präsident , ich arbeite an dem Thema Betäubungsmittel , seit der allererste Untersuchungsausschuß gebildet wurde , in dem ich mit Sir Jack Stewart-Clark tätig war ."
